,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id
20171123T111349_20171123T111629_T30UVU,1742.3869134010642,11.58768746976294,725.3740928882439,378.71480406386064,1259.0418480890182,884.6730769230774,578.8403483309143,714.3023705853896,1307.331398161587,1562.4860909530726,1486.3066037735853,1682.0566037735848,383.8779632317368,0.0,0.0,0.0,2017-11-23,PPH,2913870
20171126T112359_20171126T112518_T30TVT,3279.4871794871806,613.1745283018868,1896.732704402516,1574.2308901790034,2989.5516448959847,2706.126753749395,2666.1937590711173,2941.2936623125297,3670.7431059506534,4025.774189646831,3932.2756410256416,4268.8433720367675,2225.080551523948,0.0,0.0,1024.0,2017-11-26,PPH,2913870
20171126T112359_20171126T112518_T30UVU,3279.5834542815687,613.1745283018868,1896.7379051765847,1574.2717706821484,2989.6070391872277,2706.1879535558774,2666.2543541364294,2941.3609095307206,3670.9748427672957,4025.9032414126755,3932.3397435897446,4268.839985486212,2225.080551523948,0.0,0.0,1024.0,2017-11-26,PPH,2913870
20171128T111411_20171128T111412_T30TVT,1708.351717464925,17.484639574262218,1467.480769230769,702.3597000483795,1260.0339864537975,990.4880261248186,680.5408805031446,1073.8815916787614,2423.245403967102,2947.5478955007256,2879.406990807935,3314.600991775521,856.2891872278667,0.0,0.0,0.0,2017-11-28,PPH,2913870
20171128T111411_20171128T111412_T30UVU,1708.372883405902,17.484639574262218,1467.3893323657474,702.4125544267055,1260.0772859216254,990.5951862602806,680.4830672472182,1073.8681664247702,2422.0856313497834,2947.9356555394284,2879.393565553944,3313.871311078858,856.6595307208518,0.0,0.0,0.0,2017-11-28,PPH,2913870
20171201T112431_20171201T112642_T30TVT,1565.4108611514266,17.487058538945337,1428.6358248669567,682.712022254475,1189.63679245283,911.683236574746,619.1848089017901,1023.1996855345913,2299.6573536526375,2783.930575713594,2799.8067247218196,3120.3818335752308,1058.8365989356553,0.0,0.0,0.0,2017-12-01,PPH,2913870
20171201T112431_20171201T112642_T30UVU,1565.3904208998545,17.487058538945337,1428.80007256894,682.6428398645377,1189.5751088534105,911.5988147073053,619.2242380261248,1023.0643444605711,2299.6793662312534,2783.596758587325,2799.917755200775,3120.484155781325,1059.1875907111755,0.0,0.0,0.0,2017-12-01,PPH,2913870
20171206T112429_20171206T112430_T30TVT,4683.011006289308,68.326076439284,3218.1598935655543,2544.969521044993,4495.798379293662,3898.3430091920663,3958.446540880503,4009.1407837445568,4107.8144654088055,4194.911707789068,4237.357281083697,4220.1128447024685,2208.113933236575,0.0,0.0,1024.0,2017-12-06,PPH,2913870
20171206T112429_20171206T112430_T30UVU,4684.135703918722,68.326076439284,3217.8339380745047,2545.0597484276736,4495.795476536044,3898.2140783744567,3958.3381712626992,4009.2682631833586,4107.835147556846,4194.624939525884,4237.316884373488,4219.738147073054,2208.6375181422354,0.0,0.0,1024.0,2017-12-06,PPH,2913870
20171208T111441_20171208T111549_T30TVT,2645.3386550556365,147.41920657958386,2880.20778906628,2067.7908805031457,2302.2064586357037,1986.3118045476533,1892.0358006773104,2311.0332607643927,3412.2628205128203,3874.4973391388494,3860.269593613935,4243.837203676827,1826.7075471698108,0.0,0.0,0.0,2017-12-08,PPH,2913870
20171208T111441_20171208T111549_T30UVU,2645.355466860184,147.32341557813248,2880.157232704403,2067.7231494920184,2302.292573778423,1986.3405902273823,1891.977503628447,2311.052491533623,3412.153241412676,3873.9394049346874,3860.297169811322,4243.456458635705,1827.1790033865504,0.0,0.0,0.0,2017-12-08,PPH,2913870
20171211T112451_20171211T112447_T30TVT,3949.1508224479926,23.906748911465897,3180.186985970005,2219.741170778907,3486.240928882438,3165.9608127721335,3421.1919448476056,3645.4571843251088,4226.9189646831155,4577.311562651184,4070.753507498791,4815.040275761973,1435.104620222545,0.0,0.0,0.0,2017-12-11,PPH,2913870
20171211T112451_20171211T112447_T30UVU,3950.287252056121,23.906748911465897,3179.8398645379784,2219.6820270924045,3486.490807934204,3166.018505079826,3421.3005563618767,3645.1736816642474,4226.555394291244,4577.098814707306,4070.930333817127,4814.789308176102,1435.7298016448965,0.0,0.0,0.0,2017-12-11,PPH,2913870
20171213T111439_20171213T111601_T30TVT,7135.340227382681,1649.5550314465406,2355.1424770198364,2045.0832123850992,6856.674770198355,6225.796444121915,6627.26717464925,6673.821238509919,6778.012578616352,6967.7978955007275,6639.1026850508,7020.665578132558,4005.7620948234157,0.0,0.0,1024.0,2017-12-13,PPH,2913870
20171213T111439_20171213T111601_T30UVU,7135.32535074988,1649.5550314465406,2355.0807934204167,2045.0505563618772,6856.54656507015,6225.810474117077,6627.229559748427,6673.815432994678,6777.973633284955,6967.732462506048,6639.065674891147,7020.706942428638,4005.7620948234157,0.0,0.0,1024.0,2017-12-13,PPH,2913870
20171216T112449_20171216T112445_T30TVT,2068.3535316884377,15.521286889211414,2162.675979680697,1486.175374939526,1668.3278906627963,1439.8765118529273,1251.9050556361879,1688.065674891146,3084.228834059022,3707.146589259797,3653.3222060957905,4152.467223028544,1214.561804547654,0.0,0.0,0.0,2017-12-16,PPH,2913870
20171216T112449_20171216T112445_T30UVU,2067.849177552008,15.521286889211414,2162.73427672956,1486.4962506047414,1668.348814707305,1439.93916303822,1251.8492985002422,1687.9752056119978,3084.806119980648,3707.7532656023222,3653.798258345427,4152.110425737786,1214.1837203676828,0.0,0.0,0.0,2017-12-16,PPH,2913870
20171218T111451_20171218T111449_T30TVT,1913.0749879051766,48.392235123367186,570.050435413643,340.01548137397197,1393.4808901790038,968.472665699081,658.861030478955,733.3605466860183,1170.9400096758588,1315.2952346395741,1232.2645137880993,1376.8745766811805,389.0407595549106,0.0,0.0,0.0,2017-12-18,PPH,2913870
20171218T111451_20171218T111449_T30UVU,1912.6123609095312,48.392235123367186,570.0315674891147,339.7832607643928,1393.4885099177557,968.5120948234157,658.8644170295114,733.35099177552,1170.6659409772617,1315.2597968069665,1232.2847121432033,1377.1406627963233,388.9077164973393,0.0,0.0,0.0,2017-12-18,PPH,2913870
20171221T112501_20171221T112455_T30TVT,5235.224600870827,383.5238268021288,2473.669448476053,2028.146589259797,4877.876753749398,4280.7011369134025,4490.192912433479,4494.798379293663,4664.047290759556,4838.961175616837,4482.800798258347,4909.137155297533,2059.4808901790034,0.0,0.0,1024.0,2017-12-21,PPH,2913870
20171221T112501_20171221T112455_T30UVU,5235.190372520563,383.5238268021288,2473.702225447509,2028.1774310595067,4877.912433478473,4280.7011369134025,4490.2237542331895,4494.817731011128,4664.182510885342,4838.850870827286,4482.7660861151435,4909.229075955491,2059.4808901790034,0.0,0.0,1024.0,2017-12-21,PPH,2913870
20171223T111449_20171223T111445_T30TVT,4341.967464925011,17.363086598935652,3325.583091436865,2241.820754716981,4081.7317368166423,3594.9495645863576,3724.2721335268507,3762.589743589744,4088.498427672955,4342.266932752784,4129.442791485243,4503.935292694727,1089.5223754233186,0.0,0.0,1024.0,2017-12-23,PPH,2913870
20171223T111449_20171223T111445_T30UVU,4341.470367682632,17.267295597484274,3325.493831640057,2241.793904208999,4081.784712143202,3594.96419932269,3724.2868892114184,3762.6966618287374,4088.5614417029515,4342.216134494437,4129.229317851959,4503.811562651185,1089.5780116110302,0.0,0.0,1024.0,2017-12-23,PPH,2913870
20171226T112449_20171226T112448_T30TVT,5628.349903241413,1142.7155297532659,1360.4771407837447,1519.1070391872274,5540.18480890179,4829.217464925013,5036.581761006289,5102.674286405419,5160.643081761007,5230.55152394775,5275.020440251572,5264.923318819545,3461.64404934688,0.0,0.0,1024.0,2017-12-26,PPH,2913870
20171226T112449_20171226T112448_T30UVU,5628.34458151911,1142.6192549588782,1360.4810111272377,1519.0761973875178,5540.209482341558,4829.2695936139335,5036.615384615384,5102.6781567489115,5160.702225447509,5230.648403483308,5274.901548137397,5264.95512820513,3461.6306240928884,0.0,0.0,1024.0,2017-12-26,PPH,2913870
20171228T111451_20171228T111528_T30TVT,4998.06930333817,923.3750604741172,2709.274431543301,2220.857160135461,4720.276608611513,4205.304910498306,4446.462868892115,4616.400822447992,4839.951015965166,4967.896226415096,4838.736211901307,5021.849298500242,3141.503870343494,0.0,0.0,1024.0,2017-12-28,PPH,2913870
20171228T111451_20171228T111528_T30UVU,4997.770561199808,923.3697387518143,2709.310353168845,2220.888485728108,4720.262699564586,4205.359820996613,4446.436381228836,4616.436985970005,4840.031567489113,4967.94170295114,4838.7530237058545,5021.870585389455,3140.237300435414,0.0,0.0,1024.0,2017-12-28,PPH,2913870
